"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHOSIS_000001","PUBLISHED","2010","AMR","","DOM","FMLE","76.1","76.14426","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","DOM","BTSX","71.8","71.75336","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","DZA","MLE","75.6","75.64944","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","DZA","FMLE","77.5","77.50346","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","DZA","BTSX","76.5","76.54363","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","ECU","MLE","74.9","74.92125","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","ECU","FMLE","79.5","79.49764","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","ECU","BTSX","78.4","78.44662","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","EGY","MLE","69.6","69.59159","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","EGY","FMLE","74.1","74.14153","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","EGY","BTSX","71.8","71.81616","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","ERI","MLE","61.3","61.29938","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","ERI","FMLE","67.1","67.06857","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","ERI","BTSX","54.5","54.51377","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","ESP","MLE","75.7","75.69277","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","ESP","FMLE","82.5","82.47808","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","ESP","BTSX","79.1","79.08088","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","EST","MLE","65.6","65.60099","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","EST","FMLE","76.2","76.17300","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","EST","BTSX","75.9","75.87077","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","ETH","MLE","61.3","61.33376","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","ETH","FMLE","64.5","64.54820","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","ETH","BTSX","62.9","62.91552","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","FIN","MLE","76.7","76.68188","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","FIN","FMLE","83.0","83.03618","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","FIN","BTSX","81.2","81.21355","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","FJI","MLE","65.8","65.77479","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","FJI","FMLE","70.1","70.07651","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","FJI","BTSX","67.8","67.82661","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","FRA","MLE","79.0","78.99380","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","FRA","FMLE","85.1","85.08698","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","FRA","BTSX","82.5","82.47668","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","FSM","MLE","60.3","60.34532","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","FSM","FMLE","66.0","66.04779","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","FSM","BTSX","63.0","63.02715","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","GAB","MLE","63.6","63.59354","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","GAB","BTSX","58.1","58.09779","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","GBR","MLE","75.5","75.49091","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","GBR","FMLE","80.1","80.09297","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","GBR","BTSX","77.9","77.85276","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","GEO","MLE","65.6","65.57988","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","GEO","FMLE","73.1","73.13734","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","GEO","FMLE","76.3","76.30207","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","GEO","BTSX","71.9","71.87132","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","GHA","MLE","59.7","59.69993","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","GHA","FMLE","64.5","64.52904","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","GHA","BTSX","62.0","61.99749","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","GIN","MLE","56.6","56.64756","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","GIN","FMLE","60.1","60.07040","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","GIN","BTSX","58.8","58.81324","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","GMB","MLE","62.2","62.17968","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","GMB","FMLE","66.3","66.27560","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","GMB","BTSX","64.1","64.14439","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","GNB","MLE","55.5","55.53336","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","GNB","FMLE","63.0","62.97833","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","GNB","BTSX","60.2","60.21801","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","GNQ","MLE","60.9","60.86714","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","GNQ","FMLE","63.6","63.57852","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","GNQ","BTSX","62.2","62.19166","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","GRC","MLE","78.6","78.64125","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","GRC","FMLE","80.9","80.89335","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","GRC","BTSX","78.2","78.17218","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","GRD","MLE","68.6","68.60365","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","GRD","FMLE","76.0","75.95189","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","GRD","BTSX","72.0","71.96758","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","GTM","MLE","63.3","63.31877","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","GTM","FMLE","72.8","72.76701","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","GTM","BTSX","69.3","69.30140","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","GUY","MLE","61.6","61.63004","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","GUY","FMLE","68.2","68.23239","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","GUY","BTSX","64.8","64.77226","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","HND","MLE","70.2","70.23616","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","HND","FMLE","72.1","72.12630","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","HND","BTSX","69.8","69.81947","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","HRV","MLE","74.3","74.30309","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","HRV","FMLE","80.7","80.73349","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","HRV","BTSX","77.6","77.57980","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","HTI","MLE","63.3","63.33846","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","HTI","FMLE","64.8","64.75906","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","HTI","BTSX","64.1","64.05315","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","HUN","MLE","73.1","73.08767","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","HUN","FMLE","79.6","79.58640","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","HUN","BTSX","76.4","76.44219","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","IDN","FMLE","68.6","68.55240","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","IDN","BTSX","67.2","67.17435","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","IND","MLE","61.3","61.34334","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","IND","FMLE","62.9","62.92488","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","IND","BTSX","62.1","62.10872","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","IRL","MLE","73.8","73.84161","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","IRL","MLE","78.3","78.33406","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","IRL","FMLE","82.4","82.43913","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","IRL","BTSX","80.4","80.41316","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","IRN","MLE","73.9","73.86848","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","IRN","FMLE","78.0","78.01184","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","IRN","BTSX","75.9","75.85632","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","IRQ","MLE","67.3","67.32210","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","IRQ","FMLE","73.4","73.40775","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","IRQ","BTSX","70.3","70.29305","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","ISL","MLE","80.7","80.68710","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","ISL","FMLE","83.6","83.56476","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","ISL","BTSX","82.1","82.13903","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","ISR","MLE","80.8","80.79258","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","ISR","FMLE","84.4","84.35995","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","ISR","BTSX","82.6","82.62151","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","ITA","MLE","80.9","80.91323","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","ITA","FMLE","84.9","84.89528","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","JAM","MLE","72.0","72.04784","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","JAM","FMLE","76.5","76.50031","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","JAM","BTSX","74.2","74.22007","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","JOR","MLE","73.1","73.05819","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","JOR","FMLE","72.5","72.48032","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","JOR","BTSX","72.6","72.64991","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","JPN","MLE","79.5","79.46046","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","JPN","FMLE","85.8","85.76836","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","JPN","BTSX","82.7","82.68162","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","KAZ","MLE","63.6","63.57526","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","KAZ","FMLE","73.4","73.38692","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","KAZ","BTSX","68.4","68.43288","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","KAZ","BTSX","71.9","71.90915","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","KEN","MLE","61.7","61.71071","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","KEN","FMLE","66.6","66.61713","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","KEN","BTSX","64.2","64.16978","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","KGZ","MLE","67.9","67.91751","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","KGZ","FMLE","75.3","75.28014","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","KGZ","BTSX","74.2","74.18089","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","KHM","MLE","67.2","67.23409","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","KHM","FMLE","72.7","72.74578","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","KHM","BTSX","70.1","70.12289","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","KIR","MLE","56.1","56.13857","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","KIR","FMLE","62.8","62.80285","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","KOR","MLE","72.5","72.48937","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","KOR","FMLE","79.8","79.75586","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","KOR","BTSX","76.2","76.21414","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","KWT","MLE","76.4","76.36451","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","KWT","FMLE","80.1","80.10001","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","KWT","BTSX","77.9","77.86410","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","KWT","BTSX","79.8","79.83041","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","LAO","MLE","62.4","62.43504","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","LAO","FMLE","67.4","67.38007","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","LAO","BTSX","64.9","64.88490","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","LBN","MLE","73.3","73.25717","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","LBN","FMLE","78.1","78.12386","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","LBN","BTSX","76.0","75.98468","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","LBR","MLE","60.6","60.64907","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","LBR","FMLE","61.7","61.67590","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","LBR","BTSX","61.2","61.16508","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","LBY","MLE","72.4","72.39447","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","LBY","FMLE","76.9","76.90043","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","LBY","FMLE","77.3","77.34460","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","LBY","BTSX","75.8","75.77909","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","LCA","MLE","71.3","71.30344","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","LCA","FMLE","77.7","77.70683","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","LCA","BTSX","74.3","74.32764","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","LKA","MLE","73.8","73.79943","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","LKA","BTSX","71.9","71.89227","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","LSO","MLE","45.5","45.53362","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","LSO","FMLE","50.7","50.68286","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","LSO","BTSX","47.8","47.82177","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","LTU","MLE","66.7","66.68415","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","LTU","FMLE","77.2","77.23074","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","LTU","BTSX","73.1","73.14211","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","LUX","MLE","78.6","78.61169","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","LUX","FMLE","83.1","83.09823","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","LUX","BTSX","80.9","80.94445","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","LVA","MLE","67.8","67.75643","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","LVA","FMLE","77.8","77.78358","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","LVA","FMLE","79.3","79.29105","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","LVA","BTSX","74.8","74.79697","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","MAR","MLE","71.4","71.37453","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","MAR","FMLE","73.6","73.55218","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","MAR","BTSX","72.5","72.46462","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","MDA","MLE","67.2","67.18941","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","MDA","FMLE","77.1","77.11691","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","MDA","BTSX","73.3","73.26277","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","MDG","MLE","64.1","64.09824","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","MDG","FMLE","66.6","66.59742","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","MDG","BTSX","65.3","65.34995","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","MDV","MLE","78.6","78.63379","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","MDV","BTSX","71.0","70.95687","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","MEX","MLE","71.7","71.67798","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","MEX","FMLE","77.1","77.11522","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","MEX","BTSX","74.4","74.40966","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","MKD","MLE","68.9","68.85978","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","MKD","FMLE","75.4","75.39911","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","MKD","BTSX","73.1","73.10848","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MLI","MLE","58.6","58.59385","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MLI","FMLE","59.5","59.49127","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MLI","BTSX","59.0","59.04575","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","MLT","MLE","78.2","78.22610","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","MLT","FMLE","83.6","83.57609","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","MLT","BTSX","81.6","81.64819","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","MMR","MLE","64.3","64.32043","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","MMR","FMLE","70.7","70.70499","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","MMR","BTSX","67.6","67.57671","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","MNE","MLE","72.8","72.83126","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","MNE","MLE","73.2","73.15459","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","MNE","FMLE","78.7","78.65294","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","MNE","BTSX","75.9","75.87666","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","MNG","MLE","63.8","63.82064","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","MNG","FMLE","72.8","72.75870","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","MNG","BTSX","68.1","68.09768","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","MOZ","FMLE","53.1","53.05186","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","MOZ","BTSX","50.7","50.68681","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","MRT","MLE","61.8","61.75289","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","MRT","FMLE","62.2","62.23422","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","MRT","BTSX","62.0","61.96471","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","MUS","MLE","67.7","67.73547","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MUS","FMLE","76.8","76.80299","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MUS","BTSX","73.2","73.24183","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MWI","MLE","54.4","54.38070","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MWI","FMLE","59.2","59.24426","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","MWI","BTSX","56.8","56.79726","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","MYS","MLE","73.0","73.01138","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","MYS","FMLE","77.1","77.13223","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","MYS","BTSX","75.0","74.95027","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","NAM","MLE","59.4","59.36171","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","NAM","FMLE","66.2","66.22478","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","NAM","BTSX","62.9","62.86888","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","NER","MLE","62.1","62.06462","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","NER","FMLE","64.6","64.55505","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","NER","BTSX","63.3","63.28761","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","NGA","MLE","61.2","61.19530","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","NGA","FMLE","64.1","64.10055","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","NGA","BTSX","62.6","62.61868","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","NIC","MLE","70.8","70.77222","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","NIC","FMLE","75.7","75.66858","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","NIC","BTSX","73.3","73.25869","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","NLD","MLE","75.5","75.48594","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","NLD","FMLE","80.4","80.39158","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","NLD","BTSX","78.0","78.01108","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","NOR","MLE","78.8","78.82689","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","NOR","FMLE","82.9","82.85048","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","NOR","BTSX","80.9","80.87220","","","","",""
"WHOSIS_000001","PUBLISHED","2010","SEAR","","NPL","MLE","67.5","67.51768","","","","",""
"WHOSIS_000001","PUBLISHED","2010","SEAR","","NPL","FMLE","70.9","70.91686","","","","",""
"WHOSIS_000001","PUBLISHED","2010","SEAR","","NPL","BTSX","69.2","69.18102","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","NZL","MLE","79.7","79.73185","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","NZL","FMLE","82.9","82.85110","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","NZL","BTSX","81.3","81.31198","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","OMN","MLE","71.4","71.40276","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","OMN","FMLE","74.1","74.08579","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","OMN","BTSX","72.5","72.52431","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","OMN","BTSX","73.9","73.89786","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","PAK","MLE","64.6","64.59088","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","PAK","FMLE","66.7","66.72388","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","PAK","BTSX","65.6","65.60827","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","PAN","MLE","76.6","76.64988","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","PAN","FMLE","82.1","82.05693","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","PER","MLE","72.9","72.86416","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","PER","FMLE","75.9","75.93781","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","PER","BTSX","74.4","74.42262","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","PHL","MLE","65.5","65.46960","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","PHL","FMLE","72.9","72.87267","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","PHL","BTSX","69.0","69.02835","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","PNG","MLE","61.5","61.52330","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","PNG","FMLE","65.4","65.40234","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","PNG","BTSX","63.4","63.42075","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","POL","MLE","72.1","72.07534","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","POL","FMLE","80.4","80.37245","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","POL","BTSX","77.3","77.28670","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","PRK","MLE","68.4","68.42332","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","PRK","FMLE","74.8","74.78136","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","PRK","BTSX","71.8","71.75806","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","PRT","MLE","77.9","77.92036","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","PRT","FMLE","83.7","83.66529","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","PRT","BTSX","81.6","81.57421","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","PRY","MLE","73.1","73.07980","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","PRY","FMLE","78.8","78.84635","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","PRY","BTSX","75.8","75.80984","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","QAT","MLE","78.0","78.02834","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","QAT","FMLE","76.6","76.62833","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","AFG","MLE","54.6","54.57449","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","AFG","FMLE","55.4","55.41726","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","AFG","BTSX","55.0","54.98949","","","","",""
